date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Ã Â¦ÅÃ Â¦Â¾Ã Â¦Â®Ã Â¦Â¾Ã Â¦Â²Ã Â¦ÂªÃ Â§ÂÃ Â¦Â°,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Rangpur,Narsingdi,Bogra,Cox's Bazar,Naogaon,Sunamganj,Jaipurhat,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Sherpur,Pabna,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Tangail,Bagerhat,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-15,1,0,13,0,1,1,0,1,0,1,0,0,247,0,0,4,2,1,2,4,0,40,0,0,0,3,1,0,3,2,0,0,0,5,0,1,0,0,2,3,1,0,3,1,0,0,0,3,1,0,0,1,2,0,3,1,0,0,0,1,0,1,1,2,0,0
2020-06-16,0,0,1,1,0,2,0,3,0,0,1,0,200,0,0,6,3,1,3,0,0,60,1,1,0,3,2,8,0,1,0,1,0,4,0,0,1,0,4,1,5,1,0,0,1,0,3,1,1,0,1,0,1,4,3,0,0,0,0,1,2,2,0,6,0,4
2020-06-17,2,0,7,1,1,0,0,1,0,0,0,0,202,0,0,4,1,0,10,1,1,32,1,0,0,1,0,5,1,0,1,0,1,7,0,0,1,1,6,0,2,1,1,0,0,0,2,0,0,0,1,1,4,0,1,0,1,0,1,0,4,0,1,2,1,0
2020-06-18,1,2,20,1,4,5,0,7,2,2,3,0,451,0,0,8,11,4,8,5,4,109,1,5,2,2,2,7,2,3,3,1,1,7,2,5,2,3,4,0,8,2,0,4,0,1,2,3,1,1,12,3,3,1,5,1,0,1,0,1,7,5,0,6,0,1
2020-06-19,1,4,10,1,0,1,0,4,0,3,0,1,301,0,0,3,3,0,7,2,1,60,1,1,2,0,3,1,0,0,0,0,0,4,0,0,3,3,2,0,1,0,1,3,0,0,1,1,0,0,0,2,7,0,3,1,1,4,2,1,9,1,1,4,0,0
2020-06-20,0,4,8,9,0,0,0,0,1,2,1,2,267,0,0,3,4,1,3,3,0,42,0,1,4,0,3,7,1,0,1,1,3,5,0,0,2,1,4,0,2,0,0,2,0,0,1,1,0,0,1,1,10,0,2,0,0,0,1,0,5,4,0,6,0,1
2020-06-21,2,2,3,1,1,1,0,3,0,1,1,0,224,0,0,1,4,1,2,3,0,38,2,0,0,1,3,2,0,4,1,1,0,5,2,0,3,3,1,0,0,1,0,6,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,2,0,0,6,0,0
2020-06-22,2,0,2,0,0,1,0,5,2,1,0,1,235,0,0,2,3,0,5,0,0,46,3,1,2,1,0,4,0,0,1,0,0,2,1,1,1,1,0,0,3,1,0,7,1,1,1,2,0,0,1,2,0,2,5,0,1,1,0,2,3,2,0,0,1,1
2020-06-23,4,0,8,1,1,0,0,0,1,2,1,1,197,2,0,0,2,1,1,1,2,34,1,0,0,0,2,1,0,1,0,0,0,3,1,1,1,2,2,1,0,0,0,3,1,0,0,0,0,1,2,1,3,0,2,3,0,0,0,1,6,2,1,2,1,1
2020-06-24,6,0,8,0,2,1,3,1,0,0,2,2,200,0,0,4,1,0,1,0,1,41,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,3,0,2,1,1,0,0,0,0,0,0,0,1,3,0,2,1,1,0,0,0,1,2,1,0,1,0,1
2020-06-25,1,1,8,2,3,1,0,3,0,2,1,2,183,0,0,2,4,0,5,0,0,25,0,0,0,0,1,2,1,1,0,0,0,3,1,2,0,0,1,0,2,1,2,5,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1
2020-06-26,1,0,4,1,0,1,0,0,1,0,1,1,149,0,0,2,5,1,3,0,3,22,1,0,0,0,0,1,1,0,0,0,0,5,0,0,2,0,2,1,2,0,0,1,0,0,0,5,0,1,3,0,1,2,0,1,0,2,0,1,1,1,0,1,1,1
2020-06-27,3,1,8,0,0,0,0,0,0,0,0,2,136,0,0,4,0,1,5,0,0,18,1,3,0,0,5,0,1,0,0,0,0,0,0,0,3,0,1,0,5,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,3,3,1,0,1
2020-06-28,2,0,4,0,3,1,0,5,0,0,0,0,143,0,0,0,1,0,3,0,0,29,1,0,6,0,1,0,0,1,0,0,1,6,0,1,0,1,0,0,3,0,1,3,0,0,0,2,0,0,2,1,1,1,0,0,0,0,2,0,1,3,0,1,0,1
2020-06-29,3,1,6,0,0,2,0,2,0,0,0,0,187,0,0,0,0,0,2,0,0,21,1,0,0,0,1,1,0,1,0,0,1,4,1,0,1,2,3,0,2,0,0,0,0,0,0,1,0,1,1,1,4,2,1,0,0,2,0,0,2,3,0,4,0,1
2020-06-30,5,0,3,0,1,1,1,0,0,0,0,1,125,0,0,1,1,0,1,0,1,21,0,1,0,3,0,7,0,1,0,0,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,4,0,0
2020-07-01,1,1,1,0,3,0,0,2,0,1,1,0,137,0,0,2,1,0,2,0,0,19,0,2,0,1,0,0,0,0,0,0,0,2,0,0,3,0,6,0,1,1,1,0,0,0,1,0,0,1,4,0,5,0,0,0,0,0,1,0,2,0,0,2,0,0
2020-07-02,1,1,1,0,1,0,0,0,0,0,0,0,108,1,0,0,1,0,1,0,1,13,0,0,1,2,0,2,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
2020-07-03,0,0,3,1,0,0,0,0,0,0,0,0,87,0,0,1,0,1,2,2,0,11,0,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
2020-07-04,0,2,6,0,1,1,1,0,1,1,0,0,101,0,0,0,0,0,2,1,0,27,2,0,0,1,2,0,0,0,0,3,0,4,0,0,1,1,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,1,2,0,0,0,0,0,0,0,0,1,117,1,0,2,0,1,2,1,0,25,0,0,3,0,0,1,2,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,3,0,0
2020-07-06,1,1,2,1,0,1,0,2,0,2,0,0,110,1,0,1,1,0,2,0,0,20,0,1,0,1,0,0,0,0,0,1,2,0,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,0,0
2020-07-07,0,0,6,0,1,0,0,0,0,1,0,0,116,0,0,2,3,0,1,0,0,13,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,0,1,1,1,0,1,0,0,7,0,0,0,0,0,0,1,4,3,3,2,2,0
2020-07-08,1,1,0,1,1,1,1,0,0,1,1,0,93,0,0,0,0,1,0,0,1,14,0,0,0,2,0,1,0,0,0,0,0,5,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
2020-07-09,0,0,1,0,0,1,0,4,0,0,0,0,104,0,0,0,0,0,1,1,0,25,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0
2020-07-10,0,3,2,0,0,2,0,0,0,0,0,0,85,0,0,0,0,1,1,3,0,10,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,2,2,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-11,0,1,5,0,1,1,0,1,1,0,0,0,73,0,0,1,1,0,3,2,2,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-07-12,0,1,3,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,1,0,18,2,0,0,0,1,5,0,1,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,4,0,0,2,0,0,1,0,0,0,0,100,0,0,0,0,2,1,0,0,17,1,0,0,0,0,1,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1
2020-07-14,0,2,2,0,0,0,0,4,1,2,0,0,90,0,0,1,1,0,2,1,0,14,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0
2020-07-15,1,0,1,0,0,0,0,0,0,1,0,0,105,0,0,0,0,1,1,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-16,0,0,0,0,3,0,0,1,0,0,0,0,131,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,1
2020-07-17,0,0,0,0,3,2,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,1,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-20,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2020-07-21,0,1,2,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,1,0,0,11,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
2020-07-23,0,0,0,0,1,0,0,1,0,0,0,1,99,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,1,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0
2020-07-26,0,1,1,0,2,0,0,0,0,0,0,0,120,0,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2020-07-28,0,0,0,0,0,0,0,1,0,0,0,0,82,0,0,0,1,0,1,0,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-29,0,0,1,0,0,0,0,0,2,0,0,0,84,0,0,0,0,1,1,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,1,0,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2020-07-31,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0
2020-08-02,0,0,1,0,0,0,0,1,0,0,0,1,102,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0
2020-08-03,0,0,0,0,0,0,0,1,0,0,0,0,124,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-04,0,0,0,0,1,0,2,0,0,0,0,0,121,0,0,0,1,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-05,0,0,0,0,1,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,2,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-07,1,2,0,0,2,0,0,1,0,0,0,0,122,0,0,1,0,0,0,0,1,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,1,1,0,0,1,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,1,0,1,0,1,0,0,0,83,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-10,0,0,5,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-08-11,0,0,2,0,1,1,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,1,0,0,1,0,0,0,0,0,91,0,0,1,0,0,0,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-13,0,0,2,1,0,0,0,0,0,0,0,0,82,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-08-14,0,1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,1,0,1,0,0,0,1,0,1,0,0,0,57,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-08-18,1,1,0,0,0,0,0,0,0,0,0,0,80,2,0,0,0,0,1,0,0,15,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,1,0,0,0,0,74,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0
2020-08-20,1,0,0,0,0,0,0,0,0,0,1,0,69,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0,1,1,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-08-25,0,1,0,0,1,0,0,1,0,0,0,0,83,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-26,0,0,3,0,0,1,0,1,0,0,0,0,80,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020-08-27,0,0,1,0,1,0,0,0,0,0,0,0,104,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-28,0,0,1,0,0,0,0,0,0,0,0,0,82,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2020-08-30,1,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,0,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,1,0,1,0,0,0,0,0,0,0,0,0,105,1,0,3,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
