date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Jaipurhat,Bogra,Cox's Bazar,Rangpur,Sunamganj,Naogaon,Narsingdi,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Sherpur,Rangamati,Thakurgaon,Habiganj,Sirajganj,Netrokona,Jhenaidah,Tangail,Bagerhat,Barisal,Gaibandha,Kishoreganj,Pabna Police line,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-15,5,1,17,1,0,1,0,2,0,0,0,0,295,0,3,5,0,13,5,3,71,0,0,1,0,2,2,1,0,0,1,1,8,0,0,0,1,6,1,0,4,2,1,0,0,0,0,0,0,2,1,3,0,2,1,1,1,0,0,0,1,1,1,4,0,0
2020-06-16,1,0,18,1,1,4,0,7,0,0,0,0,311,0,3,1,3,4,0,3,64,0,0,0,0,1,1,1,1,0,2,0,7,0,1,0,3,0,1,4,0,0,2,0,1,0,1,0,1,0,2,0,0,5,0,0,0,1,0,0,3,5,1,6,0,2
2020-06-17,2,0,12,0,6,2,0,6,2,4,1,0,252,1,2,1,0,6,0,0,63,2,0,1,0,4,3,2,0,2,0,1,4,0,0,1,0,1,0,3,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,2,2,3,0,3,1,0
2020-06-18,2,0,43,2,4,4,0,7,3,7,0,8,787,1,8,5,2,25,0,5,237,4,5,3,1,16,5,0,7,3,4,2,6,0,2,7,2,12,1,14,2,5,0,0,5,4,1,0,0,7,2,6,1,2,0,0,0,2,1,3,7,14,2,13,0,2
2020-06-19,2,1,30,1,1,2,0,3,1,0,0,1,427,0,8,3,0,10,1,0,107,2,0,1,1,8,3,1,1,2,2,0,15,0,0,2,2,7,0,3,0,1,0,0,0,3,1,0,3,1,1,8,3,4,0,1,1,0,0,5,8,1,4,10,1,1
2020-06-20,0,0,10,3,2,2,0,2,4,0,1,1,350,1,6,2,0,2,0,2,80,0,2,2,0,7,3,3,1,0,1,5,7,0,0,2,0,0,0,3,3,1,0,1,1,1,0,0,1,2,1,5,0,0,0,0,1,0,1,1,8,1,3,5,1,3
2020-06-21,2,0,7,3,1,1,0,4,0,1,0,0,249,0,4,2,0,4,0,0,56,0,0,1,0,6,0,3,0,3,2,0,3,0,0,2,1,2,0,3,0,4,0,1,0,2,1,0,0,2,1,1,2,2,0,0,1,0,0,2,4,4,4,3,1,1
2020-06-22,3,0,9,0,5,1,2,2,0,1,0,0,228,0,4,2,0,4,0,1,53,1,0,2,0,1,0,2,0,1,2,0,9,1,0,2,0,3,0,3,0,1,0,0,0,0,3,0,0,2,1,0,0,3,0,0,1,0,0,2,2,1,0,0,1,1
2020-06-23,5,0,7,0,2,1,0,1,0,0,2,1,246,0,2,3,2,2,0,2,47,0,0,1,1,7,0,1,1,0,3,0,1,0,2,0,1,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,6,4,1,4,2,1,0
2020-06-24,1,1,10,0,4,1,2,4,0,1,0,2,225,1,2,0,0,1,0,0,66,0,0,0,0,2,3,1,0,0,1,0,7,0,1,3,0,7,0,0,1,1,1,0,0,0,1,1,0,2,1,1,0,1,0,0,1,0,1,0,2,0,1,1,1,0
2020-06-25,1,1,5,1,1,3,0,2,0,0,1,0,211,0,1,0,0,0,0,2,37,1,0,0,0,2,0,0,2,0,1,0,4,0,0,1,0,3,0,6,0,4,0,2,0,1,1,0,0,5,0,0,2,2,0,0,1,1,0,2,4,6,1,1,0,2
2020-06-26,1,0,9,0,1,1,0,1,0,0,0,2,161,2,7,6,0,1,0,1,32,3,1,0,0,2,1,2,0,0,0,0,3,0,0,3,3,2,1,5,0,0,0,1,0,0,0,1,2,2,0,2,0,1,0,0,0,1,0,1,3,1,1,2,0,0
2020-06-27,1,0,8,0,1,1,0,2,0,0,0,1,186,0,3,2,0,1,2,0,31,1,0,1,0,3,1,0,0,0,0,0,6,0,1,1,1,4,0,1,0,2,2,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,3,4,2,0,2
2020-06-28,2,1,1,0,3,0,0,4,0,0,0,1,151,0,3,4,0,3,0,0,38,0,1,0,2,1,0,0,0,0,1,2,6,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,9,1,2,0,3,0,0,0,1,0,0,4,2,1,0,0,1
2020-06-29,4,0,4,0,0,1,0,3,0,0,0,0,163,0,1,0,0,0,0,0,52,1,0,1,0,1,0,4,0,1,2,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,3,0,0,0,0,3,1,2,0,1,0,0,0
2020-06-30,4,2,4,0,1,1,1,1,0,0,0,0,127,0,2,2,0,2,0,0,30,0,0,2,0,2,0,0,0,1,1,0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,1,2,3,3,0,0
2020-07-01,2,0,3,0,1,0,0,1,0,0,0,2,101,0,1,1,0,2,1,0,32,0,1,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0
2020-07-02,0,0,1,0,0,0,0,0,0,0,2,0,88,0,0,1,0,0,0,0,9,1,0,0,0,1,0,0,2,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0
2020-07-03,1,0,3,0,0,0,0,1,0,0,0,1,96,0,1,0,0,2,0,0,23,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2020-07-04,4,2,1,0,1,1,0,0,0,1,0,0,111,0,2,5,0,0,1,0,33,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1
2020-07-05,0,0,2,0,0,0,0,0,0,0,0,0,108,0,0,1,0,1,0,0,30,1,0,4,0,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,3,0,0,0,2,0,1,3,3,0,0,1,0,0,0,3,1,1,0,0,0
2020-07-06,0,0,2,0,0,2,0,1,0,0,0,0,122,0,1,0,0,2,0,0,21,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,3,0,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,3,1,1
2020-07-07,0,0,2,2,0,0,1,1,0,0,0,0,106,0,1,4,0,1,0,0,20,0,0,0,0,7,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,3,0,0
2020-07-08,0,0,9,1,5,1,0,1,0,0,0,0,108,0,0,0,0,1,0,0,25,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,2,0,1,1,0,0,0,2,1,0,1,0,0
2020-07-09,0,1,4,1,3,0,0,3,1,0,0,0,94,1,0,0,0,1,1,0,18,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
2020-07-10,0,1,1,1,0,2,0,0,0,0,0,0,88,0,0,0,2,1,1,0,20,0,0,0,0,2,0,5,1,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2020-07-11,1,0,2,0,0,0,0,0,1,0,0,0,103,0,0,0,1,0,0,0,20,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1
2020-07-12,1,0,3,0,0,0,0,4,0,0,0,0,84,0,1,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0
2020-07-13,0,0,2,0,0,0,0,0,2,0,0,0,90,0,0,0,0,1,0,0,11,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,3,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,1,0,2
2020-07-14,0,3,1,0,0,0,0,5,2,0,0,0,92,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,3,1,0,1,0,0
2020-07-15,3,0,1,0,1,0,0,0,0,1,0,0,107,0,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-07-16,0,0,1,0,3,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-17,0,0,1,0,2,1,0,0,0,0,0,0,103,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-18,0,0,1,1,0,1,0,0,0,0,0,0,120,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-19,0,1,2,0,0,1,0,0,0,0,0,0,96,0,0,1,1,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0
2020-07-20,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-07-21,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,1,0,1,0,0,7,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2020-07-22,0,1,0,0,0,1,0,0,0,0,0,0,84,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-23,0,0,0,0,1,0,0,0,0,0,0,1,94,0,0,1,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
2020-07-24,0,0,1,0,0,0,1,1,0,0,0,0,102,0,1,1,1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2020-07-25,0,0,2,0,0,2,0,1,0,0,0,0,81,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,1,0,0,2,0,1,0,0,72,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-27,0,0,1,0,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-07-29,0,0,2,0,0,0,0,0,0,0,0,0,96,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,2,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
2020-08-02,1,0,1,0,0,0,0,1,0,0,0,0,76,0,2,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0
2020-08-03,0,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-04,0,0,1,0,0,0,1,0,0,0,0,0,101,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-05,0,0,1,0,0,0,0,0,0,0,0,0,78,0,1,0,0,1,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-08-06,0,0,1,0,0,0,1,0,0,0,0,0,68,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,1,0,0,0,0,0,0,0,0,0,1,0,101,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,1,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-08-09,0,0,0,0,0,0,0,1,1,0,0,0,51,1,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,0,1,0,0,0,0,0,0,0,0,90,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,0,1,0,0,0,0,0,0,100,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,0,0,0,1,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-14,0,0,0,1,2,2,0,0,0,0,0,0,60,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,1,0,1,0,0,53,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,1,1,0,0,0,1,0,0,59,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2020-08-17,0,0,1,0,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-18,0,0,0,0,0,1,0,0,0,0,0,0,71,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-08-20,1,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,1,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-22,0,0,0,1,0,3,0,0,0,0,0,0,47,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,1,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,1,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,1,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
