date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Ã Â¦ÅÃ Â¦Â¾Ã Â¦Â®Ã Â¦Â¾Ã Â¦Â²Ã Â¦ÂªÃ Â§ÂÃ Â¦Â°,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Jaipurhat,Bogra,Cox's Bazar,Naogaon,Narsingdi,Rangpur,Sunamganj,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Rangamati,Sherpur,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Bagerhat,Tangail,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-08-31,2,0,5,0,1,0,0,0,0,0,0,0,354,0,0,3,0,0,2,0,4,65,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0
2020-09-01,1,0,2,0,2,0,0,0,0,0,0,0,362,0,0,0,2,0,2,0,0,55,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
2020-09-02,0,1,3,0,2,1,0,0,0,0,0,0,393,0,0,1,1,1,3,0,0,62,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,4,2,0,0,0,0
2020-09-03,0,0,3,0,1,0,0,0,0,1,0,0,320,0,0,0,1,1,2,0,1,65,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,4,0,1,0,2,2,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,3,0,0,1,0,0
2020-09-04,2,0,9,0,0,1,0,0,0,0,0,1,351,0,0,2,1,0,1,0,0,43,0,2,1,0,0,1,2,1,0,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,1,0,0,0
2020-09-05,0,0,4,1,0,0,0,2,1,0,3,0,342,0,0,0,1,0,4,0,0,60,0,1,0,0,0,0,2,0,1,1,0,1,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0
2020-09-06,1,0,8,0,0,1,0,3,0,0,1,1,355,1,0,1,1,0,2,0,0,54,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0
2020-09-07,0,1,6,1,0,0,1,0,0,0,0,1,362,0,0,1,2,0,1,0,0,34,0,0,0,0,1,2,0,2,0,0,0,5,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,1,0,1,1,4,0,0
2020-09-08,0,0,4,0,0,0,0,0,0,0,1,1,396,0,0,2,2,0,3,0,1,48,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,1,2,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0
2020-09-09,0,0,6,0,0,1,0,1,1,0,0,0,384,0,0,0,1,0,3,0,1,48,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,2,0,0,3,0,0
2020-09-10,1,0,5,0,0,0,0,1,0,0,1,1,290,0,0,1,0,0,1,1,1,29,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
2020-09-11,2,1,6,1,0,1,0,0,0,0,0,0,289,0,0,0,1,0,0,0,1,29,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0
2020-09-12,2,0,4,0,0,0,0,1,0,0,1,0,241,0,0,0,0,0,3,0,0,25,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0
2020-09-13,0,1,5,0,1,0,0,1,0,0,0,0,206,0,0,2,0,1,4,0,0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-14,0,1,2,0,0,1,0,1,0,0,0,1,226,0,0,0,0,0,0,0,0,20,0,2,1,0,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,2,1,2,1,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,2,0,0
2020-09-15,1,0,2,0,0,1,0,0,1,0,0,0,199,0,0,4,2,0,2,0,0,27,1,0,0,0,1,0,4,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2020-09-16,1,0,4,0,0,0,0,1,0,0,0,0,214,0,0,2,0,0,1,0,0,33,2,0,1,0,0,0,2,0,3,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,1,1,0,2,0,0
2020-09-17,4,1,3,1,0,2,0,0,1,3,0,0,195,0,0,0,0,1,1,0,0,27,0,1,0,0,3,1,1,1,0,1,0,2,0,1,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,3,0,1,1,0,2,0,0
2020-09-18,2,0,1,0,2,1,0,5,0,0,1,0,183,0,0,1,0,0,2,0,0,21,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,3,0,0,1,0,4,0,3,0,2,2,1,0,0,0,0,0,0,0,1,0,2,0,0
2020-09-19,0,0,2,0,1,2,0,0,0,0,0,0,187,1,0,0,0,0,2,1,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-20,0,0,1,0,0,0,0,1,0,0,0,1,161,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-21,0,0,0,0,1,0,0,1,1,0,0,1,167,0,0,0,0,0,2,0,1,21,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,3,3,1,0,0,2,1,1,0,1,0,1,0,0,2,1,2,3,0,0,0,0,0,3,1,0,2,1,1
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,1,139,0,0,2,0,0,1,0,0,8,0,0,0,1,1,0,0,0,2,0,1,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,1,0,1,0,0,0,0,0,1,1,0,0,98,0,0,0,0,0,1,0,2,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2020-09-24,0,0,0,0,0,1,0,0,0,0,0,0,148,0,0,2,0,0,0,0,2,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,2,0,0,0,0,0,0,0,0,1,126,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-09-26,0,0,0,0,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0,0,0,18,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,2,0,0,0,0,109,0,0,0,2,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,2,0,0,0,0,114,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,117,1,0,1,0,0,1,0,0,16,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-09-30,0,0,0,0,0,0,0,2,0,0,0,1,76,0,0,0,0,0,1,0,0,11,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-10-01,1,0,1,0,1,1,0,1,0,0,0,1,84,0,0,0,0,0,3,0,0,10,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,1,0,2,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-03,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2020-10-05,0,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-10-06,0,0,2,0,0,1,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,0,0,4,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
2020-10-08,0,0,2,0,0,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-10-11,0,0,0,1,1,2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1
2020-10-12,0,0,0,0,0,0,0,0,1,0,0,0,79,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,1,0,0,0,0,0,0,0,0,0,93,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-10-14,0,0,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,0,0,1,0,1,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,0,0,2,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-18,0,0,2,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
2020-10-19,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,1,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-20,0,0,2,0,0,1,0,0,0,0,0,0,80,0,0,1,0,0,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,0,0,2,0,0,0,0,0,0,0,0,0,114,0,0,2,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,0,0,1,0,0,0,0,0,1,0,0,0,91,0,0,0,1,0,3,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-10-23,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-24,0,0,2,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-26,1,0,0,0,1,0,0,0,0,0,0,0,74,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-10-27,0,0,1,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,0,0,0,0,0,0,1,1,1,0,0,1,109,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,1,0,0,0,0,111,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
2020-10-30,0,0,0,0,0,1,0,1,0,0,0,0,85,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2020-10-31,1,0,2,0,1,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-01,0,0,2,0,0,1,0,1,0,0,0,0,99,0,0,0,0,0,2,0,0,15,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-11-02,0,0,1,0,0,0,0,0,0,0,0,0,124,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-11-03,1,0,1,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,2,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-04,0,0,2,0,0,0,0,0,1,0,0,1,93,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-05,0,0,2,0,0,1,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-11-06,0,1,0,0,0,0,0,0,0,0,1,0,80,0,0,0,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-11-10,0,0,1,0,0,0,0,3,0,0,0,0,82,0,0,0,0,0,2,0,0,15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-11-11,0,0,2,0,0,0,0,2,0,0,0,0,103,0,0,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-12,1,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-11-13,0,0,2,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,0,0,1,1,0,0,0,2,0,0,0,1,126,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-15,0,0,1,0,1,2,0,2,0,0,0,0,101,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2020-11-16,0,0,0,0,0,0,0,2,0,0,0,1,123,1,0,0,0,0,3,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0
2020-11-17,0,0,2,0,0,2,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0
