date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Maulvibazar,Tangail,Sylhet,Chuadanga,Bagerhat,Feni,Chapainawabganj,Munshiganj,Magura,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Noakhali,Natore,Jamalpur,Chandpur,Narail,Patuakhali,Jaipurhat,Gazipur,Rajbari,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Shariatpur,Satkhira,Dinajpur,Faridpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Bhola,Gaibandha,Jessore,Lalmonirhat,Panchagarh
2020-06-27,6,0,3,1,0,0,2,0,11,0,0,5,3,1,5,2,4,0,0,9,0,0,1,0,1,0,6,0,0,4,1,0,0,1,0,2,1,0,1,1,2,0,5,0,5,299,0,41,1,0,1,4,4,0,1,2,1,3,3,0,2,0,2,0,0
2020-06-28,4,0,0,2,1,0,1,1,10,0,0,2,3,0,1,1,4,0,0,9,0,1,0,0,0,0,2,0,1,5,1,0,1,0,0,2,0,3,1,0,0,0,6,1,1,269,0,61,1,1,4,1,2,0,1,2,0,4,4,2,4,0,5,1,0
2020-06-29,1,1,0,1,0,0,1,0,3,0,0,4,6,1,0,1,3,0,3,1,0,2,1,0,0,0,2,1,1,6,4,0,7,0,1,1,0,1,0,0,2,0,3,0,0,280,1,50,0,0,1,2,1,1,1,1,0,11,0,1,0,0,3,0,0
2020-06-30,14,1,1,3,1,1,1,0,5,0,0,0,4,1,3,6,1,1,2,1,0,1,1,0,0,0,0,0,0,4,5,0,1,1,0,1,1,1,4,0,2,0,4,0,1,251,3,42,2,0,1,1,4,0,2,5,0,8,1,2,0,0,4,0,1
2020-07-01,7,1,1,0,0,0,1,1,6,0,0,3,6,1,0,2,5,0,1,3,0,0,0,1,1,0,0,1,0,4,6,0,2,2,0,1,0,0,0,0,1,0,3,0,0,181,0,54,0,0,4,2,0,0,0,2,0,2,0,0,0,0,2,1,0
2020-07-02,12,2,0,0,1,0,2,0,6,0,0,1,7,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,7,1,1,0,1,1,0,1,1,0,3,1,6,0,1,169,3,19,1,0,0,2,1,0,0,1,0,2,0,4,0,1,1,0,0
2020-07-03,3,1,1,3,0,0,1,0,11,0,0,0,3,0,0,4,3,0,0,7,0,0,2,0,0,0,0,2,0,1,1,1,2,0,0,2,2,0,0,0,3,0,2,2,0,155,0,29,1,0,2,1,1,0,0,1,0,0,0,5,0,1,3,0,0
2020-07-04,3,0,2,6,3,0,4,0,7,0,0,0,3,0,1,5,4,0,1,1,0,0,0,0,4,0,2,1,0,1,0,2,1,1,0,4,0,0,2,1,0,0,4,0,0,283,0,54,0,0,2,0,1,0,1,0,2,4,1,0,0,0,3,0,0
2020-07-05,1,0,0,4,0,0,1,0,2,0,0,0,3,0,0,2,2,1,2,3,1,1,0,1,1,0,0,0,0,1,2,1,6,0,0,2,0,0,0,0,0,0,2,0,2,165,2,31,4,0,3,0,0,0,0,5,4,0,1,1,1,1,2,1,0
2020-07-06,4,0,0,1,0,0,0,0,3,0,0,1,7,1,0,0,2,0,3,3,1,0,3,0,0,1,0,0,0,7,3,1,4,1,0,1,3,1,2,0,2,1,1,1,0,211,0,41,0,0,1,2,1,0,0,2,0,1,0,4,1,0,2,0,0
2020-07-07,0,0,2,2,0,0,0,0,2,0,0,0,0,0,3,2,1,3,0,2,0,1,0,0,0,1,1,1,3,4,4,1,6,0,0,1,1,0,0,0,0,0,2,0,0,195,1,33,0,0,4,1,1,1,1,3,1,2,0,2,0,0,2,0,0
2020-07-08,7,1,0,1,2,0,2,0,9,0,0,1,0,0,1,3,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2,0,5,0,0,6,4,1,1,0,4,0,1,0,0,164,2,42,1,2,1,0,3,0,2,4,0,1,1,2,0,0,4,1,0
2020-07-09,1,0,0,1,1,0,1,0,8,1,0,2,5,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,4,1,0,0,2,0,0,0,0,2,1,1,1,1,0,0,181,0,28,0,2,5,2,0,1,1,2,0,0,0,2,0,0,2,0,0
2020-07-10,3,0,1,1,1,0,1,0,3,0,0,1,5,0,2,2,0,0,1,0,2,1,0,0,3,1,0,3,1,0,4,3,0,0,0,1,0,0,1,0,3,0,2,1,0,180,0,18,2,0,1,3,0,0,1,2,1,3,1,1,0,0,1,0,0
2020-07-11,3,0,0,1,0,0,0,0,7,0,0,0,1,0,0,1,4,2,0,4,0,0,1,0,0,0,0,0,3,0,1,0,5,0,0,2,0,1,0,0,1,0,0,0,0,183,0,38,0,0,0,1,0,0,1,1,0,0,0,2,0,0,3,0,0
2020-07-12,3,0,0,0,0,0,2,0,2,0,0,1,6,0,2,0,3,0,5,0,0,0,0,0,1,0,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0,174,1,25,0,0,1,0,3,0,1,8,0,1,0,1,0,0,1,0,0
2020-07-13,3,0,0,0,1,2,3,1,4,0,0,1,1,1,1,2,1,0,1,0,1,0,0,1,1,0,1,0,1,1,3,0,3,0,0,2,0,1,0,1,1,1,1,0,0,133,0,23,0,0,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0
2020-07-14,3,0,0,2,1,1,0,0,2,2,0,2,2,0,0,4,2,0,0,0,0,0,0,2,1,0,2,1,0,4,1,0,2,0,0,0,0,0,0,3,0,0,1,0,0,135,0,25,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2020-07-15,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2,3,1,2,2,0,2,0,0,0,0,0,0,1,0,0,195,1,20,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0
2020-07-16,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,0,0,1,1,2,1,0,1,3,0,0,201,0,21,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2020-07-17,1,1,0,2,5,1,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,220,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-18,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,7,0,0,0,1,0,0,3,0,0,0,0,3,0,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,185,0,10,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
2020-07-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,0,201,0,22,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0
2020-07-20,1,0,0,1,0,0,1,0,3,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,2,0,0,0,0,186,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,0,2,0,1,0,1,2,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,135,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-07-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,155,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,1,0,0,1,0,0,3,0,0,0,1,1,1,0,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,178,0,18,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0
2020-07-24,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,164,0,19,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0
2020-07-25,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,179,0,12,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0
2020-07-26,1,0,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,204,0,16,1,3,4,0,0,0,0,1,0,1,0,1,0,1,0,2,0
2020-07-27,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,3,0,0,0,149,0,10,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,179,0,4,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-29,0,1,1,1,0,0,1,0,3,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,163,1,15,1,3,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0
2020-07-30,0,1,1,2,3,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,165,0,9,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
2020-07-31,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,123,0,9,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0
2020-08-01,1,0,0,3,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,1,0,148,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-02,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,1,1,0,0,172,0,18,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,1,1,0,2,0,0,1,0,0,0,3,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,3,0,192,0,14,1,0,1,1,1,0,0,0,1,1,0,1,0,0,2,0,0
2020-08-04,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,206,0,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2020-08-05,0,0,0,1,1,1,0,0,1,0,0,3,1,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,3,0,2,1,1,195,0,15,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0
2020-08-06,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,178,0,16,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,2,0,0,2,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,206,0,12,0,0,0,0,2,0,0,1,0,3,1,0,1,0,0,0,0
2020-08-08,2,1,0,0,2,1,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,178,0,14,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0
2020-08-09,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,134,0,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-08-10,3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,209,0,23,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0
2020-08-11,1,0,1,2,0,0,0,0,2,0,2,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,189,0,14,0,0,1,3,0,0,0,1,1,0,0,1,0,1,0,0,0
2020-08-12,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,170,0,18,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1
2020-08-13,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,179,1,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-14,1,0,0,0,2,0,1,0,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,157,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-15,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,141,0,12,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0
2020-08-16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,124,1,11,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
2020-08-17,1,0,0,1,1,1,0,0,3,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,125,0,13,0,1,0,1,2,0,3,0,0,1,0,0,0,0,1,0,0
2020-08-18,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,137,0,19,1,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0
2020-08-19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,140,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
2020-08-20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,122,0,19,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2020-08-21,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,124,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,131,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-08-23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141,0,14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-08-24,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,130,0,16,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,147,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,162,0,29,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0
2020-08-27,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,153,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,144,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-29,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,164,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-08-30,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,1,0,0,167,2,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-31,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,165,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-01,1,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,179,1,32,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,171,0,28,0,0,0,2,1,0,1,0,1,0,0,2,0,0,0,0,0
2020-09-03,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,143,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,185,1,17,3,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0
2020-09-05,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,179,0,27,2,0,2,1,2,0,2,2,0,0,0,0,0,0,1,0,0
2020-09-06,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2020-09-07,2,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,152,0,21,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2020-09-08,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,2,1,0,0,0,0,2,1,1,224,0,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020-09-09,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,185,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-10,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,0,18,0,0,0,2,1,0,0,2,0,0,0,1,0,1,0,0,1
2020-09-11,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116,0,12,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0
2020-09-12,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,131,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-13,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,109,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-14,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,118,0,13,0,0,0,0,1,0,0,3,0,0,0,0,2,1,0,1,0
2020-09-15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,2,0,0,104,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,101,0,14,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0
2020-09-17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,92,0,16,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0
2020-09-18,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2020-09-19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,89,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
2020-09-21,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87,0,8,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,90,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,61,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,72,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
