date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Sirajganj,Jhenaidah,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Maulvibazar,Sylhet,Tangail,Chuadanga,Bagerhat,Feni,Magura,Munshiganj,Chapainawabganj,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Noakhali,Narail,Natore,Chandpur,Patuakhali,Rajbari,Jaipurhat,Gazipur,Jamalpur,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Shariatpur,Faridpur,Dinajpur,Satkhira,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Gaibandha,Bhola,Barisal,Jessore,Lalmonirhat,Panchagarh
2020-06-28,3,0,0,1,0,1,2,1,5,0,1,0,2,2,0,2,1,0,0,7,0,0,0,0,0,0,3,0,1,3,2,0,4,0,0,1,1,0,1,1,0,0,2,1,0,251,0,46,0,1,0,0,3,1,2,0,0,1,3,0,4,3,7,0,0
2020-06-29,3,0,0,0,1,1,0,0,4,1,0,4,4,2,0,4,2,0,2,1,0,1,0,0,0,0,1,0,0,4,1,0,0,1,4,1,0,0,2,1,0,0,3,1,0,228,0,54,0,0,3,0,2,1,1,0,0,10,0,1,0,0,3,3,0
2020-06-30,8,2,1,3,2,0,1,1,7,0,0,0,3,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,3,0,2,1,1,2,1,216,0,46,1,0,5,1,1,0,0,4,0,9,0,0,0,0,4,0,1
2020-07-01,4,1,0,0,0,1,1,0,4,0,0,1,6,1,0,3,2,1,1,2,0,0,0,0,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,3,0,0,176,1,44,0,0,2,1,4,0,0,0,1,5,0,0,0,0,3,1,0
2020-07-02,12,1,0,0,0,1,0,0,7,0,0,0,3,1,0,3,1,0,0,4,0,0,1,0,0,0,0,0,0,2,4,1,1,0,0,1,0,0,0,2,1,1,4,1,1,149,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0
2020-07-03,2,0,1,3,1,1,0,0,13,0,0,0,3,0,0,1,1,0,0,5,1,0,0,0,0,0,0,2,0,1,1,1,4,0,0,2,0,2,0,2,2,0,1,0,0,140,0,31,2,0,1,0,1,0,0,2,0,0,0,0,0,5,3,0,0
2020-07-04,3,0,0,6,1,2,0,0,5,2,0,0,3,0,0,1,3,1,1,3,0,0,0,0,4,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,4,0,0,201,0,43,0,0,0,0,0,0,1,0,4,1,1,0,0,0,2,0,0
2020-07-05,4,0,0,3,0,1,0,0,6,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,1,0,0,0,1,0,0,1,0,2,121,0,26,0,0,0,0,2,0,0,3,4,0,3,2,1,1,1,0,0
2020-07-06,3,0,1,0,0,0,0,0,4,0,0,0,2,0,0,3,0,1,2,0,3,0,1,0,0,1,0,0,0,7,1,0,3,0,0,1,0,3,1,2,1,0,0,1,0,175,0,32,0,0,1,2,2,0,0,0,0,0,0,0,1,6,2,0,0
2020-07-07,1,0,2,0,1,1,4,0,2,0,0,0,2,2,3,0,2,1,0,2,0,1,0,0,0,0,0,0,0,3,2,2,6,0,0,0,0,0,0,0,0,1,5,0,0,165,1,30,0,0,0,1,3,1,1,0,0,4,0,0,0,3,1,0,0
2020-07-08,4,1,0,3,1,1,0,0,9,0,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,2,0,1,0,4,1,0,1,2,0,132,0,35,0,2,2,0,1,0,0,4,0,0,1,0,0,2,1,2,0
2020-07-09,5,0,0,1,0,1,2,0,5,1,0,2,8,0,0,0,1,10,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,1,0,0,1,0,0,1,0,0,143,0,21,1,2,0,2,4,0,2,1,0,0,0,0,0,1,2,0,0
2020-07-10,5,0,1,1,0,1,0,0,1,0,0,0,4,0,2,2,2,5,2,0,0,2,1,0,0,1,0,2,1,1,3,1,0,0,0,0,0,0,1,3,1,0,0,0,0,165,0,17,1,1,0,0,1,0,0,1,1,3,1,0,1,0,1,0,0
2020-07-11,1,0,1,0,0,0,0,0,11,0,0,0,2,0,0,3,2,2,0,6,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,0,173,1,39,0,0,1,1,0,1,1,0,0,1,1,0,2,1,1,0,0
2020-07-12,2,0,0,0,0,1,0,0,2,0,0,0,4,2,1,3,0,3,1,0,0,0,0,1,1,0,0,0,1,4,3,0,2,0,0,1,0,0,0,1,0,1,1,0,0,152,1,21,0,0,2,0,0,0,1,6,1,1,0,0,0,3,1,0,0
2020-07-13,1,0,0,0,0,3,1,0,4,0,0,0,4,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,1,2,1,0,130,0,26,0,0,1,2,0,0,1,0,0,2,3,2,0,0,0,0,0
2020-07-14,3,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,4,1,0,0,1,0,0,2,0,0,1,1,0,3,2,0,2,0,0,0,3,0,0,0,1,0,1,0,0,128,0,29,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1
2020-07-15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,1,1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,195,2,15,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0
2020-07-16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,1,3,0,0,155,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-17,0,2,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,187,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2020-07-18,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,2,1,1,170,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-07-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,173,0,18,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2020-07-20,1,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,0,0,0,1,0,145,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0
2020-07-21,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,117,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,117,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,140,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-07-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-07-25,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,163,0,18,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,3,2
2020-07-26,1,0,0,3,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,191,0,12,1,3,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0
2020-07-27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,2,0,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,120,0,10,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
2020-07-28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,143,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-29,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,141,1,16,1,3,1,1,1,0,1,1,2,1,0,1,0,1,0,0,0
2020-07-30,1,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,134,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0
2020-07-31,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2020-08-01,0,0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,2,0,0,1,0,0,1,0,147,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-08-02,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,151,0,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,1,1,0,0,1,2,0,1,0,0,0,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,184,1,15,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0
2020-08-04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1,177,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2020-08-05,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,1,0,0,0,0,1,181,0,18,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-08-06,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1,161,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-07,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,193,0,13,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
2020-08-08,3,1,0,0,3,1,0,0,1,1,2,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,171,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-08-09,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,109,0,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-10,2,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,186,0,20,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2020-08-11,1,0,0,2,1,0,0,0,1,0,2,1,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,162,0,16,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
2020-08-12,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,180,0,13,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
2020-08-13,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,154,0,7,1,0,0,2,0,0,1,0,0,3,0,0,0,1,1,0,0
2020-08-14,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,131,0,12,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2020-08-15,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,137,0,11,2,0,0,1,0,0,0,0,2,0,0,1,0,2,2,0,0
2020-08-16,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,1,114,0,11,2,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0
2020-08-17,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,108,0,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2020-08-18,2,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,137,0,18,1,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0
2020-08-19,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,128,0,12,0,2,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1
2020-08-20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,116,0,14,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,104,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,146,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,111,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2020-08-24,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,136,0,16,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,117,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,116,0,21,0,0,3,0,0,0,1,0,0,2,0,0,0,1,1,1,0
2020-08-27,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,115,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,130,0,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2020-08-29,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118,0,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020-08-30,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,150,2,17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2020-08-31,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,167,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,146,0,20,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0
2020-09-03,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,145,0,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-04,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,165,0,24,2,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0
2020-09-05,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,128,0,23,1,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0
2020-09-06,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,151,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2020-09-07,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,136,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-09-08,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,0,0,1,0,1,1,0,175,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-09-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,132,1,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,92,0,11,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1
2020-09-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-12,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,103,0,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,8,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0
2020-09-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,70,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,87,0,13,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
2020-09-17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,74,0,12,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
2020-09-18,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91,0,8,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2020-09-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,69,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-09-22,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,53,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-25,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,41,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
