date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Maulvibazar,Sylhet,Tangail,Feni,Bagerhat,Chapainawabganj,Chuadanga,Munshiganj,Magura,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Jamalpur,Natore,Noakhali,Chandpur,Narail,Patuakhali,Rajbari,Gazipur,Jaipurhat,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Shariatpur,Dinajpur,Faridpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Gaibandha,Barisal,Jessore,Bhola,Lalmonirhat,Panchagarh
2020-06-27,7,0,2,0,5,0,3,0,14,0,0,3,4,0,8,2,2,3,1,0,3,0,1,0,0,1,3,0,0,1,3,1,1,1,0,0,1,1,4,0,2,0,3,0,3,267,0,38,1,6,1,6,2,0,0,1,1,0,0,0,2,3,1,0,0
2020-06-28,3,0,0,1,1,5,1,0,7,0,2,1,3,4,3,5,4,0,0,0,0,1,0,0,0,0,1,0,1,6,10,1,1,0,0,0,0,5,1,1,1,0,7,0,0,250,2,69,2,0,0,2,1,0,0,2,0,2,0,2,1,2,3,1,0
2020-06-29,2,1,1,0,1,0,0,0,10,0,1,3,4,1,2,6,2,0,3,0,1,0,1,0,0,1,0,1,2,2,5,0,8,0,0,1,1,2,3,0,0,0,4,0,0,259,1,43,0,2,0,2,0,0,0,0,1,3,0,0,2,3,0,2,0
2020-06-30,6,2,1,3,1,0,1,0,6,1,0,1,2,0,3,0,4,1,0,0,1,1,1,0,0,0,0,0,2,3,3,0,2,0,0,0,1,1,1,0,0,0,3,1,0,240,2,41,2,1,0,3,2,0,1,4,0,4,0,0,0,2,0,2,2
2020-07-01,3,0,0,0,0,2,0,0,9,0,0,0,6,0,0,3,4,2,2,0,0,1,2,0,0,0,2,2,1,4,8,0,1,2,0,0,2,4,0,0,1,1,5,0,1,195,0,37,0,3,0,3,1,0,1,0,2,2,2,0,0,3,0,2,0
2020-07-02,9,1,0,0,5,0,5,0,3,0,0,0,2,0,0,5,0,3,2,3,0,2,0,0,1,0,0,0,3,0,4,0,1,0,0,0,0,3,0,0,2,2,2,2,0,158,1,27,1,1,0,1,1,0,1,0,0,2,0,1,4,1,1,0,0
2020-07-03,4,0,1,0,1,0,1,0,5,1,0,1,4,2,3,4,1,4,0,1,0,0,2,1,0,0,0,2,0,2,5,1,2,0,0,0,2,1,1,0,0,0,2,0,0,175,1,31,1,2,0,0,1,0,0,2,0,0,1,1,5,1,0,0,0
2020-07-04,1,0,0,2,3,1,1,0,5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,3,0,0,0,1,4,0,1,0,0,2,3,0,201,1,64,0,1,0,1,2,0,1,1,1,2,0,0,1,4,0,2,0
2020-07-05,1,0,0,0,2,0,0,0,8,0,1,0,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,2,1,0,1,0,0,0,2,179,2,38,0,3,0,3,1,0,0,4,1,0,1,2,0,0,1,0,0
2020-07-06,4,0,1,3,0,1,0,1,5,0,3,4,2,4,4,2,0,1,0,1,0,0,3,0,1,0,2,0,0,5,5,0,7,1,0,0,0,2,0,0,0,1,3,0,0,199,0,35,0,1,0,2,1,0,0,1,0,3,0,0,1,3,1,0,2
2020-07-07,0,0,2,0,2,5,2,0,5,0,1,1,1,0,0,1,1,3,0,0,1,0,0,0,3,1,1,1,3,2,3,0,2,0,0,0,5,1,0,0,0,0,4,0,0,199,2,33,0,3,0,3,2,0,1,2,0,1,0,0,1,3,0,0,0
2020-07-08,6,1,4,1,1,0,1,0,5,0,0,1,3,0,1,3,0,0,2,1,0,0,1,0,0,0,0,2,1,0,2,0,4,1,0,0,0,5,1,0,2,1,2,0,0,160,1,46,0,0,0,0,3,0,2,4,2,0,0,0,0,3,0,3,0
2020-07-09,2,0,1,0,3,2,1,1,2,0,0,4,7,0,1,0,1,1,0,0,7,1,2,1,1,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,172,0,20,0,9,4,0,1,0,1,1,0,0,0,0,1,5,1,1,0
2020-07-10,0,0,0,0,0,3,1,0,7,0,0,2,4,0,4,3,2,0,1,0,0,1,0,0,0,1,1,1,0,2,3,0,0,0,1,0,0,0,0,3,4,1,3,0,0,146,0,21,2,3,0,3,0,0,1,4,0,2,1,0,0,1,1,0,0
2020-07-11,2,1,0,0,1,0,0,0,2,0,0,0,0,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,2,0,0,2,0,2,0,0,1,0,2,0,0,160,0,35,1,0,0,3,1,0,0,2,0,0,0,0,2,4,0,0,0
2020-07-12,0,0,0,0,0,0,0,1,3,1,0,1,6,2,1,2,1,0,2,0,1,2,0,2,0,0,0,0,0,3,6,0,0,0,0,1,0,2,1,0,0,0,4,0,0,167,2,21,0,1,0,0,1,0,1,6,0,0,0,0,1,0,0,1,0
2020-07-13,5,0,1,0,1,0,4,0,3,0,0,2,1,0,1,0,2,0,1,1,0,0,0,1,2,0,5,8,1,1,3,0,1,1,0,0,1,0,0,1,1,1,5,0,0,146,0,40,2,5,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0
2020-07-14,3,0,0,4,0,3,0,1,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,156,1,31,0,3,0,0,0,0,5,3,0,1,0,0,0,2,0,0,2
2020-07-15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,205,1,26,0,0,3,0,1,0,0,0,1,1,1,0,2,0,0,0,0
2020-07-16,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,1,0,0,0,1,0,0,1,1,189,0,19,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0
2020-07-17,1,1,0,1,5,0,0,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,211,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-18,2,0,0,0,3,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,203,0,10,2,0,2,3,0,0,0,1,0,0,0,0,0,4,1,0,0
2020-07-19,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,197,0,23,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
2020-07-20,0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,2,0,0,0,0,163,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1
2020-07-21,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,144,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,2,0,0,146,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-23,0,0,0,1,3,2,1,0,2,0,0,1,1,0,1,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,1,0,186,0,18,0,2,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0
2020-07-24,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,175,0,8,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0
2020-07-25,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,171,0,21,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,3,0
2020-07-26,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,199,2,13,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2020-07-27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,135,0,9,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
2020-07-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,156,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-29,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,137,0,11,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0
2020-07-30,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,173,0,12,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0
2020-07-31,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,122,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
2020-08-01,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,135,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-08-02,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,153,1,16,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,155,2,12,0,1,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0
2020-08-04,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,190,0,16,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,0,1
2020-08-05,1,0,0,0,2,1,0,0,0,0,1,4,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,170,0,20,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1
2020-08-06,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,178,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-07,1,0,0,0,2,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,196,0,13,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0
2020-08-08,1,0,1,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,130,0,13,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
2020-08-09,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,132,0,15,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2
2020-08-10,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,179,0,30,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-11,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,169,0,9,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,1
2020-08-12,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155,0,17,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0
2020-08-13,2,0,0,1,1,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,132,0,7,1,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0
2020-08-14,1,0,0,0,3,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,129,0,5,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-15,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,125,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2020-08-16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,115,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0
2020-08-17,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,116,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
2020-08-18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,132,0,22,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,145,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-08-20,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,118,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,135,2,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,144,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,106,0,20,2,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1
2020-08-24,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,135,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,125,0,22,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,154,0,28,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0
2020-08-27,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,129,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-29,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,177,0,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2020-08-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,179,0,15,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2020-08-31,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186,0,28,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0
2020-09-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,165,1,23,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191,0,34,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2020-09-03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,0,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,180,0,24,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-05,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,176,0,25,0,1,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0
2020-09-06,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,170,0,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-07,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,183,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-08,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,204,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,157,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-10,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,147,0,21,0,0,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0
2020-09-11,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,119,0,14,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
2020-09-12,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,110,0,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-13,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,117,0,9,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0
2020-09-15,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,105,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,94,0,19,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2020-09-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,102,0,16,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0
2020-09-18,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,10,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
2020-09-19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,82,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-21,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,92,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2020-09-22,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-23,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,53,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,49,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-09-25,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
