date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Magura,Maulvibazar,Munshiganj,Feni,Bagerhat,Sylhet,Tangail,Chapainawabganj,Chuadanga,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Jamalpur,Narail,Natore,Noakhali,Chandpur,Patuakhali,Jaipurhat,Gazipur,Rajbari,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Shariatpur,Dinajpur,Faridpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Bhola,Gaibandha,Jessore,Lalmonirhat,Panchagarh
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,52,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,53,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,42,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-09-29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2020-10-02,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-10-03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-10-04,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55,0,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-10-15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2020-10-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,54,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2020-10-23,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,49,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-10-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,87,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,59,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2020-10-31,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-11-04,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,47,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2020-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-11-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-11-16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,50,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-11-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-11-20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,56,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-11-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020-11-29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,49,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-02,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,49,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-12-03,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-12-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
2020-12-07,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-12-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
